,QRef,Mean,Min,Max,Count
82,002HALQ2,0.5882352941176471,0,1,17
83,002HALQ3,0.8235294117647058,0,1,17
84,002HALQ4,0.4117647058823529,0,1,17
85,002HALQ5,0.29411764705882354,0,1,17
86,002HALQ6,0.35294117647058826,0,1,17
87,002HALQ7,0.7058823529411765,0,1,17
88,002HALQ8,0.5294117647058824,0,1,17
89,002HALQ9,0.5882352941176471,0,1,17
90,002TEDQ1,0.7142857142857143,0,1,7
91,002TEDQ10,0.2857142857142857,0,1,7
92,002TEDQ2,0.5714285714285714,0,1,7
93,002TEDQ3,0.7142857142857143,0,1,7
94,002TEDQ4,1.0,1,1,7
95,002TEDQ5,1.0,1,1,7
96,002TEDQ6,0.5714285714285714,0,1,7
97,002TEDQ7,0.7142857142857143,0,1,7
98,002TEDQ8,0.8571428571428571,0,1,7
99,002TEDQ9,0.2857142857142857,0,1,7
100,003DISQ1,0.6842105263157895,0,1,19
101,003DISQ10,0.8888888888888888,0,1,9
102,003DISQ2,0.6666666666666666,0,2,15
103,003DISQ3,0.8666666666666667,0,1,15
104,003DISQ4,0.6,0,1,15
105,003DISQ5,0.3333333333333333,0,1,15
106,003DISQ6,0.6,0,1,15
107,003DISQ7,0.9333333333333333,0,1,15
108,003DISQ8,1.9333333333333333,1,2,15
109,003DISQ9,0.9333333333333333,0,1,15
110,003GOTQ1,0.8888888888888888,0,1,9
111,003GOTQ10,0.8888888888888888,0,1,9
112,003GOTQ2,1.0,1,1,9
113,003GOTQ3,0.3333333333333333,0,1,9
114,003GOTQ4,0.6666666666666666,0,1,9
115,003GOTQ5,0.7777777777777778,0,1,9
116,003GOTQ6,0.8888888888888888,0,1,9
117,003GOTQ7,1.0,1,1,9
118,003GOTQ8,0.8888888888888888,0,1,9
119,003GOTQ9,0.7777777777777778,0,1,9
120,003HALQ1,0.5789473684210527,0,1,19
121,003HALQ10,0.2222222222222222,0,1,9
122,003HALQ2,0.29411764705882354,0,1,17
123,003HALQ3,0.17647058823529413,0,1,17
124,003HALQ4,0.4117647058823529,0,1,17
125,003HALQ5,0.058823529411764705,0,1,17
126,003HALQ6,0.17647058823529413,0,1,17
127,003HALQ7,0.29411764705882354,0,1,17
128,003HALQ8,0.4117647058823529,0,1,17
129,003HALQ9,0.5882352941176471,0,1,17
130,003TEDQ1,1.7142857142857142,0,2,7
131,003TEDQ10,0.2857142857142857,0,1,7
132,003TEDQ2,0.7142857142857143,0,1,7
133,003TEDQ3,0.7142857142857143,0,1,7
134,003TEDQ4,0.8571428571428571,0,1,7
135,003TEDQ5,1.0,1,1,7
136,003TEDQ6,0.5714285714285714,0,1,7
137,003TEDQ7,1.0,0,2,7
138,003TEDQ8,0.42857142857142855,0,1,7
139,003TEDQ9,0.7142857142857143,0,1,7
140,004DISQ1,0.8947368421052632,0,1,19
141,004DISQ10,1.0,1,1,9
142,004DISQ2,0.8,0,1,15
143,004DISQ3,1.0,1,1,15
144,004DISQ4,0.8,0,1,15
145,004DISQ5,0.3333333333333333,0,1,15
146,004DISQ6,0.7333333333333333,0,1,15
147,004DISQ7,0.8666666666666667,0,1,15
148,004DISQ8,1.0,1,1,15
149,004DISQ9,1.0,1,1,15
150,004GOTQ1,0.8888888888888888,0,1,9
151,004GOTQ10,0.6666666666666666,0,1,9
152,004GOTQ2,0.8888888888888888,0,1,9
153,004GOTQ3,0.6666666666666666,0,1,9
154,004GOTQ4,0.8888888888888888,0,1,9
155,004GOTQ5,0.7777777777777778,0,1,9
156,004GOTQ6,0.3333333333333333,0,1,9
157,004GOTQ7,0.6666666666666666,0,1,9
158,004GOTQ8,0.6666666666666666,0,1,9
159,004GOTQ9,0.7777777777777778,0,1,9
160,004HALQ1,0.8947368421052632,0,2,19
161,004HALQ10,0.1111111111111111,0,1,9
162,004HALQ2,0.17647058823529413,0,1,17
163,004HALQ3,0.17647058823529413,0,1,17
164,004HALQ4,0.5882352941176471,0,1,17
165,004HALQ5,0.29411764705882354,0,1,17
166,004HALQ6,0.5882352941176471,0,1,17
167,004HALQ7,0.29411764705882354,0,1,17
168,004HALQ8,0.5882352941176471,0,1,17
169,004HALQ9,0.23529411764705882,0,1,17
170,004TEDQ1,0.8571428571428571,0,1,7
171,004TEDQ10,0.5714285714285714,0,1,7
172,004TEDQ2,0.5714285714285714,0,1,7
173,004TEDQ3,0.2857142857142857,0,1,7
174,004TEDQ4,0.7142857142857143,0,1,7
175,004TEDQ5,0.7142857142857143,0,1,7
176,004TEDQ6,0.0,0,0,7
177,004TEDQ7,1.0,1,1,7
178,004TEDQ8,0.5714285714285714,0,1,7
179,004TEDQ9,0.42857142857142855,0,1,7
180,005GOTQ1,0.3333333333333333,0,1,9
181,005GOTQ10,0.3333333333333333,0,1,9
182,005GOTQ2,0.2222222222222222,0,1,9
183,005GOTQ3,0.2222222222222222,0,1,9
184,005GOTQ4,0.6666666666666666,0,1,9
185,005GOTQ5,0.6666666666666666,0,1,9
186,005GOTQ6,0.6666666666666666,0,1,9
187,005GOTQ7,0.8888888888888888,0,1,9
188,005GOTQ8,0.5555555555555556,0,1,9
189,005GOTQ9,0.7777777777777778,0,1,9
190,005PICQ1,0.7647058823529411,0,1,17
191,005PICQ10,0.3333333333333333,0,1,9
192,005PICQ2,0.7692307692307693,0,1,13
193,005PICQ3,0.6923076923076923,0,1,13
194,005PICQ4,0.23076923076923078,0,1,13
195,005PICQ5,0.7692307692307693,0,1,13
196,005PICQ6,0.7692307692307693,0,1,13
197,005PICQ7,0.3076923076923077,0,1,13
198,005PICQ8,0.6153846153846154,0,1,13
199,005PICQ9,0.6153846153846154,0,1,13
200,012PICQ1,0.9473684210526315,0,1,19
201,012PICQ10,0.8888888888888888,0,1,9
202,012PICQ2,0.7333333333333333,0,1,15
203,012PICQ3,1.0,1,1,15
204,012PICQ4,0.6666666666666666,0,1,15
205,012PICQ5,0.8666666666666667,0,1,15
206,012PICQ6,1.0,1,1,15
207,012PICQ7,0.4,0,1,15
208,012PICQ8,1.0,1,1,15
209,012PICQ9,1.0,1,1,15
210,015PICQ1,0.8421052631578947,0,1,19
211,015PICQ10,0.8888888888888888,0,1,9
212,015PICQ2,0.7647058823529411,0,1,17
213,015PICQ3,0.058823529411764705,0,1,17
214,015PICQ4,0.7058823529411765,0,1,17
215,015PICQ5,0.6470588235294118,0,1,17
216,015PICQ6,0.8235294117647058,0,1,17
217,015PICQ7,0.8235294117647058,0,2,17
218,015PICQ8,0.8823529411764706,0,1,17
219,015PICQ9,0.8823529411764706,0,1,17
220,020PICQ1,0.3157894736842105,0,1,19
221,020PICQ10,0.2,0,1,15
222,020PICQ2,0.05263157894736842,0,1,19
223,020PICQ3,0.2631578947368421,0,1,19
224,020PICQ4,0.3157894736842105,0,1,19
225,020PICQ5,0.42105263157894735,0,1,19
226,020PICQ6,0.8421052631578947,0,2,19
227,020PICQ7,0.42105263157894735,0,1,19
228,020PICQ8,0.3157894736842105,0,1,19
229,020PICQ9,0.3684210526315789,0,1,19
230,021PICQ1,0.7368421052631579,0,1,19
231,021PICQ10,0.6666666666666666,0,1,9
232,021PICQ2,0.625,0,1,16
233,021PICQ3,0.4375,0,1,16
234,021PICQ4,0.3125,0,1,16
235,021PICQ5,0.1875,0,1,16
236,021PICQ6,0.3125,0,1,16
237,021PICQ7,0.6875,0,1,16
238,021PICQ8,0.5625,0,1,16
239,021PICQ9,0.6875,0,1,16
240,124MUSQ1,0.631578947368421,0,1,19
241,124MUSQ10,0.6842105263157895,0,1,19
242,124MUSQ2,0.8421052631578947,0,1,19
243,124MUSQ3,0.9473684210526315,0,1,19
244,124MUSQ4,0.631578947368421,0,1,19
245,124MUSQ5,0.3684210526315789,0,1,19
246,124MUSQ6,0.6842105263157895,0,1,19
247,124MUSQ7,0.7368421052631579,0,1,19
248,124MUSQ8,0.631578947368421,0,1,19
249,124MUSQ9,1.0,1,1,19
250,131CHRQ1,1.0526315789473684,0,2,19
251,131CHRQ10,0.7368421052631579,0,1,19
252,131CHRQ2,1.8421052631578947,0,2,19
253,131CHRQ3,0.9473684210526315,0,1,19
254,131CHRQ4,0.15789473684210525,0,1,19
255,131CHRQ5,0.7368421052631579,0,1,19
256,131CHRQ6,0.47368421052631576,0,1,19
257,131CHRQ7,0.8421052631578947,0,2,19
258,131CHRQ8,0.5263157894736842,0,1,19
259,131CHRQ9,0.3684210526315789,0,1,19
260,131MUSQ1,0.8421052631578947,0,2,19
261,131MUSQ10,0.7894736842105263,0,1,19
262,131MUSQ2,1.6842105263157894,0,2,19
263,131MUSQ3,0.8947368421052632,0,1,19
264,131MUSQ4,0.05263157894736842,0,1,19
265,131MUSQ5,0.8421052631578947,0,1,19
266,131MUSQ6,0.3684210526315789,0,1,19
267,131MUSQ7,1.0,0,2,19
268,131MUSQ8,0.7368421052631579,0,1,19
269,131MUSQ9,0.3157894736842105,0,1,19
270,147CRYQ1,0.7333333333333333,0,1,15
271,147CRYQ10,1.0,1,1,9
272,147CRYQ2,0.9166666666666666,0,1,12
273,147CRYQ3,0.8333333333333334,0,1,12
274,147CRYQ4,0.16666666666666666,0,1,12
275,147CRYQ5,0.75,0,1,12
276,147CRYQ6,0.8333333333333334,0,1,12
277,147CRYQ7,0.9166666666666666,0,1,12
278,147CRYQ8,0.8333333333333334,0,1,12
279,147CRYQ9,0.4166666666666667,0,1,12
280,158CRYQ1,1.0,1,1,13
281,158CRYQ10,1.0,1,1,9
282,158CRYQ2,0.9090909090909091,0,1,11
283,158CRYQ3,1.0,1,1,11
284,158CRYQ4,0.7272727272727273,0,1,11
285,158CRYQ5,0.8181818181818182,0,1,11
286,158CRYQ6,0.6363636363636364,0,1,11
287,158CRYQ7,0.9090909090909091,0,1,11
288,158CRYQ8,0.8181818181818182,0,1,11
289,158CRYQ9,0.36363636363636365,0,1,11
290,173CRYQ1,0.47368421052631576,0,1,19
291,173CRYQ10,0.5263157894736842,0,1,19
292,173CRYQ2,0.3684210526315789,0,1,19
293,173CRYQ3,0.5263157894736842,0,1,19
294,173CRYQ4,0.5263157894736842,0,1,19
295,173CRYQ5,0.3157894736842105,0,1,19
296,173CRYQ6,0.3684210526315789,0,1,19
297,173CRYQ7,0.42105263157894735,0,1,19
298,173CRYQ8,0.5789473684210527,0,1,19
299,173CRYQ9,0.2631578947368421,0,1,19
300,173FILQ1,0.7368421052631579,0,2,19
301,173FILQ10,0.3157894736842105,0,2,19
302,173FILQ2,0.6842105263157895,0,1,19
303,173FILQ3,0.3157894736842105,0,1,19
304,173FILQ4,0.7368421052631579,0,1,19
305,173FILQ5,0.7368421052631579,0,1,19
306,173FILQ6,0.47368421052631576,0,1,19
307,173FILQ7,0.7368421052631579,0,1,19
308,173FILQ8,0.5789473684210527,0,1,19
309,173FILQ9,0.7368421052631579,0,2,19
310,175CRYQ1,0.8947368421052632,0,1,19
311,175CRYQ10,0.9473684210526315,0,1,19
312,175CRYQ2,0.7368421052631579,0,1,19
313,175CRYQ3,1.0,1,1,19
314,175CRYQ4,0.8421052631578947,0,1,19
315,175CRYQ5,0.9473684210526315,0,1,19
316,175CRYQ6,0.8947368421052632,0,1,19
317,175CRYQ7,0.7894736842105263,0,1,19
318,175CRYQ8,0.9473684210526315,0,1,19
319,175CRYQ9,0.8421052631578947,0,1,19
320,180CHRQ1,0.7368421052631579,0,2,19
321,180CHRQ10,0.3157894736842105,0,1,19
322,180CHRQ2,0.5789473684210527,0,2,19
323,180CHRQ3,0.0,0,0,19
324,180CHRQ4,0.47368421052631576,0,1,19
325,180CHRQ5,0.21052631578947367,0,1,19
326,180CHRQ6,0.8947368421052632,0,1,19
327,180CHRQ7,0.42105263157894735,0,1,19
328,180CHRQ8,0.42105263157894735,0,1,19
329,180CHRQ9,0.8421052631578947,0,1,19
330,180MUSQ1,0.7368421052631579,0,1,19
331,180MUSQ10,0.631578947368421,0,1,19
332,180MUSQ2,0.47368421052631576,0,1,19
333,180MUSQ3,0.5263157894736842,0,1,19
334,180MUSQ4,0.9473684210526315,0,2,19
335,180MUSQ5,0.8947368421052632,0,1,19
336,180MUSQ6,0.3157894736842105,0,1,19
337,180MUSQ7,0.5263157894736842,0,2,19
338,180MUSQ8,0.21052631578947367,0,1,19
339,180MUSQ9,0.631578947368421,0,1,19
340,194CRYQ1,0.8947368421052632,0,1,19
341,194CRYQ10,1.0,1,1,19
342,194CRYQ2,1.0,1,1,19
343,194CRYQ3,0.631578947368421,0,1,19
344,194CRYQ4,0.9473684210526315,0,1,19
345,194CRYQ5,0.9473684210526315,0,1,19
346,194CRYQ6,0.9473684210526315,0,1,19
347,194CRYQ7,0.9473684210526315,0,1,19
348,194CRYQ8,0.7368421052631579,0,1,19
349,194CRYQ9,0.7894736842105263,0,1,19
350,203CRYQ1,0.7894736842105263,0,1,19
351,203CRYQ10,0.5789473684210527,0,1,19
352,203CRYQ2,0.7368421052631579,0,1,19
353,203CRYQ3,0.6842105263157895,0,1,19
354,203CRYQ4,0.5789473684210527,0,1,19
355,203CRYQ5,0.6842105263157895,0,1,19
356,203CRYQ6,0.7894736842105263,0,1,19
357,203CRYQ7,0.631578947368421,0,1,19
358,203CRYQ8,0.5789473684210527,0,1,19
359,203CRYQ9,0.5789473684210527,0,1,19
360,208TELQ1,0.8235294117647058,0,1,17
361,208TELQ10,0.6666666666666666,0,1,9
362,208TELQ2,0.9230769230769231,0,1,13
363,208TELQ3,1.3846153846153846,0,2,13
364,208TELQ4,0.6923076923076923,0,1,13
365,208TELQ5,0.6923076923076923,0,1,13
366,208TELQ6,0.6153846153846154,0,2,13
367,208TELQ7,0.6153846153846154,0,1,13
368,208TELQ8,0.8461538461538461,0,1,13
369,208TELQ9,0.46153846153846156,0,1,13
370,216CRYQ1,0.7894736842105263,0,1,19
371,216CRYQ10,0.47058823529411764,0,1,17
372,216CRYQ2,0.8947368421052632,0,1,19
373,216CRYQ3,0.9473684210526315,0,1,19
374,216CRYQ4,0.7368421052631579,0,1,19
375,216CRYQ5,0.9473684210526315,0,1,19
376,216CRYQ6,0.6842105263157895,0,1,19
377,216CRYQ7,0.3684210526315789,0,1,19
378,216CRYQ8,0.8947368421052632,0,1,19
379,216CRYQ9,0.47368421052631576,0,1,19
380,216SPOQ1,0.5882352941176471,0,1,17
381,216SPOQ10,0.8888888888888888,0,1,9
382,216SPOQ2,0.3076923076923077,0,2,13
383,216SPOQ3,0.38461538461538464,0,1,13
384,216SPOQ4,0.38461538461538464,0,1,13
385,216SPOQ5,0.0,0,0,13
386,216SPOQ6,0.46153846153846156,0,1,13
387,216SPOQ7,0.6923076923076923,0,1,13
388,216SPOQ8,0.8461538461538461,0,1,13
389,216SPOQ9,0.7692307692307693,0,1,13
390,219MUSQ1,0.2727272727272727,0,1,11
391,219MUSQ10,0.6666666666666666,0,1,9
392,219MUSQ2,0.2,0,1,10
393,219MUSQ3,0.6,0,1,10
394,219MUSQ4,0.5,0,1,10
395,219MUSQ5,0.8,0,1,10
396,219MUSQ6,1.2,0,2,10
397,219MUSQ7,0.2,0,1,10
398,219MUSQ8,0.1,0,1,10
399,219MUSQ9,0.3,0,1,10
400,220GEOQ1,1.0,1,1,11
401,220GEOQ10,0.3333333333333333,0,1,9
402,220GEOQ2,0.4,0,1,10
403,220GEOQ3,0.5,0,1,10
404,220GEOQ4,0.5,0,1,10
405,220GEOQ5,0.6,0,1,10
406,220GEOQ6,0.2,0,1,10
407,220GEOQ7,0.8,0,1,10
408,220GEOQ8,0.4,0,1,10
409,220GEOQ9,0.4,0,1,10
410,220GRAQ1,0.2727272727272727,0,1,11
411,220GRAQ10,0.2222222222222222,0,1,9
412,220GRAQ2,0.0,0,0,10
413,220GRAQ3,0.2,0,1,10
414,220GRAQ4,0.8,0,1,10
415,220GRAQ5,0.2,0,1,10
416,220GRAQ6,0.6,0,1,10
417,220GRAQ7,0.5,0,1,10
418,220GRAQ8,0.2,0,2,10
419,220GRAQ9,0.6,0,1,10
420,220MUSQ1,0.18181818181818182,0,1,11
421,220MUSQ10,0.8888888888888888,0,1,9
422,220MUSQ2,0.6,0,1,10
423,220MUSQ3,1.0,1,1,10
424,220MUSQ4,0.6,0,2,10
425,220MUSQ5,0.4,0,1,10
426,220MUSQ6,0.5,0,1,10
427,220MUSQ7,0.1,0,1,10
428,220MUSQ8,1.0,1,1,10
429,220MUSQ9,0.6,0,1,10
430,222ARTQ1,0.8421052631578947,0,1,19
431,222ARTQ10,0.875,0,1,8
432,222ARTQ2,0.8666666666666667,0,1,15
433,222ARTQ3,0.4,0,1,15
434,222ARTQ4,0.8,0,1,15
435,222ARTQ5,0.6666666666666666,0,1,15
436,222ARTQ6,1.0,1,1,15
437,222ARTQ7,1.0,1,1,15
438,222ARTQ8,0.8666666666666667,0,1,15
439,222ARTQ9,0.5333333333333333,0,1,15
440,222FILQ1,0.6363636363636364,0,1,11
441,222FILQ10,0.4444444444444444,0,1,9
442,222FILQ2,0.9,0,1,10
443,222FILQ3,1.0,1,1,10
444,222FILQ4,1.0,0,2,10
445,222FILQ5,0.6,0,1,10
446,222FILQ6,0.3,0,1,10
447,222FILQ7,0.2,0,1,10
448,222FILQ8,0.5,0,1,10
449,222FILQ9,1.0,1,1,10
450,222MUSQ1,0.5263157894736842,0,1,19
451,222MUSQ10,0.3333333333333333,0,1,9
452,222MUSQ2,0.47368421052631576,0,1,19
453,222MUSQ3,0.3684210526315789,0,1,19
454,222MUSQ4,0.5263157894736842,0,1,19
455,222MUSQ5,0.42105263157894735,0,1,19
456,222MUSQ6,0.42105263157894735,0,1,19
457,222MUSQ7,0.42105263157894735,0,1,19
458,222MUSQ8,0.6842105263157895,0,1,19
459,222MUSQ9,0.10526315789473684,0,1,19
460,223CRYQ1,0.8947368421052632,0,1,19
461,223CRYQ10,0.9473684210526315,0,1,19
462,223CRYQ2,0.631578947368421,0,1,19
463,223CRYQ3,0.9473684210526315,0,1,19
464,223CRYQ4,0.5263157894736842,0,1,19
465,223CRYQ5,0.9473684210526315,0,1,19
466,223CRYQ6,0.7894736842105263,0,1,19
467,223CRYQ7,0.9473684210526315,0,1,19
468,223CRYQ8,0.6842105263157895,0,1,19
469,223CRYQ9,0.9473684210526315,0,1,19
470,223FILQ1,0.7894736842105263,0,1,19
471,223FILQ10,0.2631578947368421,0,1,19
472,223FILQ2,0.21052631578947367,0,2,19
473,223FILQ3,0.5263157894736842,0,1,19
474,223FILQ4,0.2631578947368421,0,1,19
475,223FILQ5,0.9473684210526315,0,1,19
476,223FILQ6,0.5789473684210527,0,1,19
477,223FILQ7,0.7894736842105263,0,1,19
478,223FILQ8,0.47368421052631576,0,1,19
479,223FILQ9,0.6842105263157895,0,1,19
480,223GEOQ1,0.5789473684210527,0,1,19
481,223GEOQ10,0.6666666666666666,0,1,9
482,223GEOQ2,0.42105263157894735,0,1,19
483,223GEOQ3,0.3157894736842105,0,1,19
484,223GEOQ4,0.8947368421052632,0,1,19
485,223GEOQ5,0.47368421052631576,0,1,19
486,223GEOQ6,0.42105263157894735,0,1,19
487,223GEOQ7,0.3684210526315789,0,1,19
488,223GEOQ8,0.8947368421052632,0,1,19
489,223GEOQ9,0.8421052631578947,0,1,19
490,224FOOQ1,0.5882352941176471,0,1,17
491,224FOOQ10,1.0,1,1,9
492,224FOOQ2,0.9230769230769231,0,1,13
493,224FOOQ3,0.8461538461538461,0,1,13
494,224FOOQ4,0.7692307692307693,0,1,13
495,224FOOQ5,0.15384615384615385,0,1,13
496,224FOOQ6,0.23076923076923078,0,1,13
497,224FOOQ7,0.8461538461538461,0,1,13
498,224FOOQ8,0.5384615384615384,0,1,13
499,224FOOQ9,0.7692307692307693,0,1,13
500,224GRAQ1,0.7647058823529411,0,1,17
501,224GRAQ10,0.1111111111111111,0,1,9
502,224GRAQ2,0.6153846153846154,0,1,13
503,224GRAQ3,0.9230769230769231,0,1,13
504,224GRAQ4,0.6923076923076923,0,1,13
505,224GRAQ5,0.9230769230769231,0,1,13
506,224GRAQ6,0.23076923076923078,0,1,13
507,224GRAQ7,0.7692307692307693,0,1,13
508,224GRAQ8,0.6923076923076923,0,1,13
509,224GRAQ9,0.3076923076923077,0,1,13
510,224MUSQ1,0.8235294117647058,0,2,17
511,224MUSQ10,0.3333333333333333,0,1,9
512,224MUSQ2,0.15384615384615385,0,1,13
513,224MUSQ3,0.7692307692307693,0,1,13
514,224MUSQ4,0.5384615384615384,0,1,13
515,224MUSQ5,0.46153846153846156,0,1,13
516,224MUSQ6,1.0,0,2,13
517,224MUSQ7,0.15384615384615385,0,1,13
518,224MUSQ8,0.3076923076923077,0,1,13
519,224MUSQ9,0.8461538461538461,0,1,13
520,224SPOQ1,0.5882352941176471,0,1,17
521,224SPOQ10,0.8888888888888888,0,1,9
522,224SPOQ2,0.3076923076923077,0,1,13
523,224SPOQ3,0.6923076923076923,0,1,13
524,224SPOQ4,0.6153846153846154,0,1,13
525,224SPOQ5,1.6923076923076923,0,2,13
526,224SPOQ6,0.46153846153846156,0,1,13
527,224SPOQ7,0.7692307692307693,0,1,13
528,224SPOQ8,0.9230769230769231,0,1,13
529,224SPOQ9,0.38461538461538464,0,1,13
530,225FILQ1,0.6363636363636364,0,1,11
531,225FILQ10,0.4444444444444444,0,1,9
532,225FILQ2,0.9,0,1,10
533,225FILQ3,0.4,0,1,10
534,225FILQ4,0.6,0,1,10
535,225FILQ5,0.8,0,1,10
536,225FILQ6,0.7,0,1,10
537,225FILQ7,0.5,0,1,10
538,225FILQ8,0.8,0,2,10
539,225FILQ9,0.5,0,1,10
540,225GEOQ1,0.9090909090909091,0,1,11
541,225GEOQ10,0.5555555555555556,0,1,9
542,225GEOQ2,0.0,0,0,10
543,225GEOQ3,0.5,0,1,10
544,225GEOQ4,0.2,0,1,10
545,225GEOQ5,1.7,1,3,10
546,225GEOQ6,0.4,0,1,10
547,225GEOQ7,0.3,0,1,10
548,225GEOQ8,0.7,0,1,10
549,225GEOQ9,0.0,0,0,10
550,226ARTQ1,0.6842105263157895,0,1,19
551,226ARTQ10,0.6666666666666666,0,1,9
552,226ARTQ2,0.7894736842105263,0,1,19
553,226ARTQ3,0.42105263157894735,0,1,19
554,226ARTQ4,0.6842105263157895,0,1,19
555,226ARTQ5,0.42105263157894735,0,1,19
556,226ARTQ6,0.9473684210526315,0,1,19
557,226ARTQ7,0.631578947368421,0,1,19
558,226ARTQ8,0.5263157894736842,0,1,19
559,226ARTQ9,0.21052631578947367,0,1,19
560,227FILQ1,0.5789473684210527,0,1,19
561,227FILQ10,0.7647058823529411,0,1,17
562,227FILQ2,0.47368421052631576,0,1,19
563,227FILQ3,0.631578947368421,0,2,19
564,227FILQ4,0.5263157894736842,0,1,19
565,227FILQ5,0.7894736842105263,0,1,19
566,227FILQ6,0.8947368421052632,0,1,19
567,227FILQ7,0.7368421052631579,0,1,19
568,227FILQ8,0.7894736842105263,0,1,19
569,227FILQ9,0.6842105263157895,0,1,19
570,227GRAQ1,0.2727272727272727,0,1,11
571,227GRAQ10,0.6666666666666666,0,1,9
572,227GRAQ2,0.8,0,1,10
573,227GRAQ3,1.0,1,1,10
574,227GRAQ4,0.3,0,1,10
575,227GRAQ5,0.9,0,1,10
576,227GRAQ6,0.6,0,1,10
577,227GRAQ7,0.4,0,1,10
578,227GRAQ8,0.5,0,1,10
579,227GRAQ9,0.3,0,1,10
580,228FILQ1,0.6470588235294118,0,1,17
581,228FILQ10,0.1111111111111111,0,1,9
582,228FILQ2,0.23076923076923078,0,1,13
583,228FILQ3,0.5384615384615384,0,1,13
584,228FILQ4,0.3076923076923077,0,1,13
585,228FILQ5,0.46153846153846156,0,1,13
586,228FILQ6,0.5384615384615384,0,2,13
587,228FILQ7,0.6923076923076923,0,1,13
588,228FILQ8,0.6923076923076923,0,1,13
589,228FILQ9,0.38461538461538464,0,1,13
590,229CHRQ1,0.8947368421052632,0,1,19
591,229CHRQ10,0.8421052631578947,0,1,19
592,229CHRQ2,0.5789473684210527,0,1,19
593,229CHRQ3,0.0,0,0,19
594,229CHRQ4,0.6842105263157895,0,1,19
595,229CHRQ5,0.5263157894736842,0,1,19
